kabelnr;strtlat;strtlon;eindlat;eindlon;kab/3;Volt;;heading;length old;length;weerstand/m;resistance;conductivity old;conductivity;radians lat1;radians lon1;radians lat2;radians lon2;diff lat;dif lon;a
305;53.203270;8.517728;53.203966;8.515500;8;380;;-62.5;167.359929419465;167.4;3.00E-05;0.005;199.171530777763;199.17;0.928572234327524;0.148662398389312;0.928584381819117;0.148623512453577;6.07374579691955E-06;-1.94429678672114E-05;1.72515359113904E-10
306;53.203270;8.517728;53.565787;9.069206;8;380;;42.0;54429.5478190646;54429.5;3.00E-05;1.633;0.612412461043042;0.61;0.928572234327524;0.148662398389312;0.934899349571976;0.158287505241625;0.003163557622226;0.004812553426157;1.82470057837145E-05
307;53.565787;9.069206;53.566759;9.068569;8;380;;-21.3;115.979140803628;116.0;3.00E-05;0.003;287.408003735536;287.41;0.934899349571976;0.158287505241625;0.934916314172305;0.15827638749429;8.48230016464724E-06;-5.55887366759933E-06;8.28484852894872E-11
308;53.565787;9.069206;53.542688;9.501341;8;380;;-85.0;28660.6606630744;33000.0;3.00E-05;0.771;1.16303436704371;1.30;0.934899349571976;0.158287505241625;0.934496195968058;0.165829683804731;-0.000201576801959;0.003771089281553;5.05937022410772E-06
309;52.475320;7.309452;52.345478;8.305666;4;380;;-78.3;69096.8512322728;75000.0;3.00E-05;2.034;0.482414650434381;0.49;0.915867110037631;0.127574003916485;0.913600939630256;0.144961218270947;-0.001133085203687;0.008693607177231;2.94060746398233E-05
310;52.475320;7.309452;52.467055;7.826710;4;380;;-88.7;35048.7238809879;30500.0;3.00E-05;0.825;0.951056975612597;1.21;0.915867110037631;0.127574003916485;0.915722858574953;0.136601859098765;-7.21257313386903E-05;0.00451392759114;7.56603111869478E-06
311;52.467055;7.826710;52.277842;7.890041;4;380;;-11.6;21474.3144309324;30500.0;3.00E-05;0.825;1.55224202572534;1.21;0.915722858574953;0.136601859098765;0.912420468737377;0.137707193567346;-0.001651194918788;0.00055266723429;2.84029208143088E-06
312;52.277842;7.890041;52.284790;7.740156;8;380;;-85.6;10225.5113835374;10225.5;3.00E-05;0.307;3.25982066647526;3.26;0.912420468737377;0.137707193567346;0.912541734213806;0.135091206817994;6.06327382142724E-05;-0.001307993374676;6.44013213917137E-07
313;52.277842;7.890041;52.265925;8.103403;4;380;;-84.9;14577.8943409602;19000.0;3.00E-05;0.495;2.28656708257757;2.02;0.912420468737377;0.137707193567346;0.912212477850417;0.141431062965986;-0.00010399544348;0.00186193469932;1.30892332044909E-06
314;52.277842;7.890041;52.467055;7.826710;4;380;;-11.5;21474.3144309324;31000.0;3.00E-05;0.845;1.55224202572534;1.18;0.912420468737377;0.137707193567346;0.915722858574953;0.136601859098765;0.001651194918788;-0.00055266723429;2.84029208143088E-06
315;52.467055;7.826710;52.345478;8.305666;4;380;;-67.6;35190.3655601948;31000.0;3.00E-05;0.845;0.947228958912493;1.18;0.915722858574953;0.136601859098765;0.913600939630256;0.144961218270947;-0.001060959472349;0.004179679586091;7.62730741939726E-06
316;52.345478;8.305666;52.526775;8.477922;4;380;;30.0;23297.0516311385;31000.0;3.00E-05;0.877;1.4307962166672;1.14;0.913600939630256;0.144961218270947;0.916765169204245;0.147967652627263;0.001582114786994;0.001503217178158;3.34292196567047E-06
317;52.526775;8.477922;52.563990;8.895697;4;380;;81.5;28551.9076181313;31000.0;3.00E-05;0.877;1.16746431724112;1.14;0.916765169204245;0.147967652627263;0.917414693485374;0.155259201909782;0.000324762140565;0.00364577464126;5.02104751448671E-06
318;52.475320;7.309452;51.969843;7.545598;4;380;;-16.1;58462.8684078186;70000.0;3.00E-05;2.034;0.570162467924264;0.49;0.915867110037631;0.127574003916485;0.907044872094527;0.131695529131899;-0.004411118971552;0.002060762607707;2.10514488068785E-05
319;51.969843;7.545598;51.684492;7.991303;4;380;;-44.2;44101.5302531408;57000.0;3.00E-05;1.656;0.755831671644986;0.60;0.907044872094527;0.131695529131899;0.902064557620669;0.1394745488745;-0.002490157236929;0.003889509871301;1.19792707966379E-05
320;52.475320;7.309452;51.750341;7.826351;4;380;;-23.9;88002.1428260173;104000.0;3.00E-05;2.891;0.378778655415633;0.35;0.915867110037631;0.127574003916485;0.903213839479815;0.136595593366751;-0.006326635278908;0.004510794725133;4.76984633170715E-05
321;51.684492;7.991303;51.750341;7.826351;4;380;;-57.1;13518.2039442892;15000.0;3.00E-05;0.405;2.46581080376547;2.47;0.902064557620669;0.1394745488745;0.903213839479815;0.136595593366751;0.000574640929573;-0.001439477753875;1.12554438038779E-06
322;51.750341;7.826351;51.677840;7.707909;4;380;;45.4;11470.7410571253;12000.0;3.00E-05;0.339;2.90594419029516;2.95;0.903213839479815;0.136595593366751;0.901948458318826;0.134528390494104;-0.000632690580494;-0.001033601436324;8.10415303102615E-07
323;51.677840;7.707909;51.750341;7.826351;4;380;;45.3;11470.7410571253;12000.0;3.00E-05;0.363;2.90594419029516;2.75;0.901948458318826;0.134528390494104;0.903213839479815;0.136595593366751;0.000632690580494;0.001033601436324;8.10415303102615E-07
324;51.684492;7.991303;51.750341;7.826351;4;380;;-57.1;13518.2039442892;15000.0;3.00E-05;0.405;2.46581080376547;2.47;0.902064557620669;0.1394745488745;0.903213839479815;0.136595593366751;0.000574640929573;-0.001439477753875;1.12554438038779E-06
325;51.750341;7.826351;51.926925;8.364636;4;380;;61.8;41871.9553866857;44000.0;3.00E-05;1.181;0.796077781070921;0.85;0.903213839479815;0.136595593366751;0.906295811686156;0.145990438930848;0.001540986103171;0.004697422782049;1.0798656342747E-05
328;52.177427;7.011623;52.177706;7.012157;4;380;;49.6;47.83572220023;47.8;3.00E-05;0.005;696.829310819374;200.00;0.910667896368987;0.122375907258562;0.9106727658376;0.122385227316768;2.4347343065001E-06;4.66002910282787E-06;1.40938442791772E-11
329;51.677840;7.707909;51.644098;7.402967;4;380;;80.0;21365.5873477856;24000.0;3.00E-05;0.655;1.56014121169424;1.53;0.901948458318826;0.134528390494104;0.901359549322618;0.129206148566487;-0.000294454498104;-0.002661120963808;2.81160342668611E-06
330;51.644098;7.402967;51.575825;7.352293;8;380;;24.8;8359.24709100461;10000.0;3.00E-05;0.282;3.98759995612563;3.55;0.901359549322618;0.129206148566487;0.900167960682404;0.128321720421331;-0.000595794320107;-0.000442214072578;4.30386917586626E-07
331;51.575825;7.352293;51.460589;7.416752;8;380;;-19.2;13567.6930132422;17000.0;3.00E-05;0.450;2.4568165937127;2.22;0.900167960682404;0.128321720421331;0.898156713065576;0.129446742203874;-0.001005623808414;0.000562510891272;1.13380051902097E-06
332;51.460589;7.416752;51.456996;7.417101;8;380;;-3.5;400.254401723817;400.3;3.00E-05;0.012;83.2803666612366;83.28;0.898156713065576;0.129446742203874;0.898094003385552;0.129452833402964;-3.13548400120989E-05;3.0455995447265E-06;9.86727044756309E-10
333;51.460589;7.416752;51.446583;7.313114;8;380;;77.8;7348.11137731398;9000.0;3.00E-05;0.252;4.53631302272367;3.97;0.898156713065576;0.129446742203874;0.897912262250542;0.127637917873693;-0.000122225407517;-0.000904412165091;3.32564747418118E-07
334;51.575825;7.352293;51.552239;7.134983;4;380;;80.2;15248.3843082058;18000.0;3.00E-05;0.497;2.1860239524128;2.01;0.900167960682404;0.128321720421331;0.899756307325029;0.124528945423823;-0.000205826678688;-0.001896387498754;1.43209638770224E-06
335;51.552239;7.134983;51.525619;7.124137;4;380;;14.2;3053.57799244976;5000.0;3.00E-05;0.134;10.9161558721451;7.46;0.899756307325029;0.124528945423823;0.899291700678148;0.124339647013151;-0.00023230332344;-9.46492053356535E-05;5.74305299809927E-08
336;51.525619;7.124137;51.447875;7.124836;4;380;;-0.3;8644.87386177328;11000.0;3.00E-05;0.334;3.85584958974703;2.99;0.899291700678148;0.124339647013151;0.897934811904478;0.124351846864623;-0.000678444386835;6.09992573571971E-06;4.60301143210891E-07
337;51.552239;7.134983;51.694849;7.055346;4;380;;-19.1;16783.4319497819;18000.0;3.00E-05;0.520;1.9860856488155;1.92;0.899756307325029;0.124528945423823;0.902245321371298;0.123139017567412;0.001244507023135;-0.000694963928205;1.73494651696301E-06
338;51.694849;7.055346;51.552239;7.134983;4;380;;-19.2;16783.4319497819;18000.0;3.00E-05;0.504;1.9860856488155;1.98;0.902245321371298;0.123139017567412;0.899756307325029;0.124528945423823;-0.001244507023135;0.000694963928205;1.73494651696301E-06
339;51.552239;7.134983;51.575825;7.352293;4;380;;80.0;15248.3843082058;18000.0;3.00E-05;0.504;2.1860239524128;1.98;0.899756307325029;0.124528945423823;0.900167960682404;0.128321720421331;0.000205826678688;0.001896387498754;1.43209638770224E-06
340;51.625446;7.022481;51.564818;6.907395;4;380;;49.7;10423.3073915119;10423.3;3.00E-05;0.313;3.19796126903808;3.20;0.901034010510536;0.122565415108744;0.899975852291637;0.120556785485794;-0.000529079109449;-0.001004314811475;6.69168968160582E-07
341;51.564818;6.907395;51.518297;6.991326;4;380;;-48.3;7774.98828552349;7500.0;3.00E-05;0.199;4.2872519043402;5.04;0.899975852291637;0.120556785485794;0.899163907670317;0.122021657780285;-0.00040597231066;0.000732436147246;3.72326743032712E-07
342;51.518297;6.991326;51.499098;6.925830;4;380;;64.8;5010.36584041945;7500.0;3.00E-05;0.199;6.65287414033279;5.04;0.899163907670317;0.122021657780285;0.898828821907227;0.120878536933399;-0.000167542881545;-0.000571560423443;1.54619281807641E-07
343;51.625446;7.022481;51.444344;6.948321;4;380;;14.3;20780.6424831406;20780.6;3.00E-05;1.604;1.60405691789254;0.62;0.901034010510536;0.122565415108744;0.89787318432859;0.121271078935465;-0.001580413090973;-0.000647168086639;2.6597594146789E-06
344;51.444344;6.948321;51.518297;6.991326;4;380;;19.9;8745.84152769443;11000.0;3.00E-05;0.303;3.81133516172007;3.30;0.89787318432859;0.121271078935465;0.899163907670317;0.122021657780285;0.000645361670864;0.00037528942241;4.71116091022422E-07
345;51.518297;6.991326;51.499098;6.925830;4;380;;64.8;5010.36584041945;5000.0;3.00E-05;0.146;6.65287414033279;6.85;0.899163907670317;0.122021657780285;0.898828821907227;0.120878536933399;-0.000167542881545;-0.000571560423443;1.54619281807641E-07
346;51.518297;6.991326;51.514292;6.998690;4;380;;-48.9;676.736638403615;1.0;3.00E-05;0.024;49.2559903538913;41.67;0.899163907670317;0.122021657780285;0.899094007233775;0.122150183826402;-3.4950218271157E-05;6.42630230584321E-05;2.82074727716376E-09
347;51.514292;6.998690;51.447875;7.124836;4;380;;-49.8;11439.0001663643;14000.0;3.00E-05;0.394;2.91400759231982;2.54;0.899094007233775;0.122150183826402;0.897934811904478;0.124351846864623;-0.000579597664648;0.00110083151911;8.05936480527258E-07
348;51.647022;6.680221;51.576354;6.689628;4;380;;-4.7;7884.72465696905;13000.0;3.00E-05;0.348;4.22758368662514;2.87;0.901410582749947;0.116591851210868;0.900177193474148;0.116756034333603;-0.0006166946379;8.2091561367556E-05;3.82910968473249E-07
349;51.576354;6.689628;51.476591;6.614818;4;380;;25.0;12241.0051496729;16000.0;3.00E-05;0.442;2.72308792666622;2.26;0.900177193474148;0.116756034333603;0.89843600065248;0.115450353520186;-0.000870596410834;-0.000652840406708;9.22908883188993E-07
350;51.647022;6.680221;51.526020;6.711024;4;380;;-9.0;13622.0731061303;19000.0;3.00E-05;0.519;2.4470088417256;1.93;0.901410582749947;0.116591851210868;0.899298699448449;0.11712946498036;-0.001055941650749;0.000268806884746;1.1429074047229E-06
351;51.526020;6.711024;51.476591;6.614818;4;380;;50.5;8634.47623392703;9000.0;3.00E-05;0.271;3.86049280005639;3.69;0.899298699448449;0.11712946498036;0.89843600065248;0.115450353520186;-0.000431349397984;-0.000839555730087;4.59194554237528E-07
352;51.476591;6.614818;51.343340;6.720725;4;380;;-26.4;16537.6370558156;28000.0;3.00E-05;0.632;2.01560435876245;1.58;0.89843600065248;0.115450353520186;0.896110331970905;0.117298779371096;-0.001162834340787;0.000924212925455;1.68450175392724E-06
353;51.476591;6.614818;51.343340;6.720725;4;380;;-26.4;16537.6370558156;28000.0;3.00E-05;0.632;2.01560435876245;1.58;0.89843600065248;0.115450353520186;0.896110331970905;0.117298779371096;-0.001162834340787;0.000924212925455;1.68450175392724E-06
354;51.343340;6.720725;51.258848;6.622661;4;380;;36.0;11608.0771916006;15000.0;3.00E-05;0.451;2.87156372094535;2.22;0.896110331970905;0.117298779371096;0.89463566837931;0.11558723969342;-0.000737331795797;-0.000855769838838;8.29937241923623E-07
355;51.343340;6.720725;51.325649;6.792121;4;380;;-68.4;5335.83966763753;7500.0;3.00E-05;0.203;6.24706426909784;4.93;0.896110331970905;0.117298779371096;0.895801565772935;0.11854487464385;-0.000154383098985;0.000623047636377;1.75359910762079E-07
356;51.325649;6.792121;51.374438;6.868507;4;380;;44.3;7587.6912468403;7500.0;3.00E-05;0.203;4.39307982480364;4.93;0.895801565772935;0.11854487464385;0.896653094461691;0.119878061846278;0.000425764344378;0.000666593601214;3.54604341364818E-07
357;50.871952;6.456534;50.867194;6.648215;8;380;;-87.8;13461.3746484461;16000.0;3.00E-05;0.434;2.47622060925115;2.30;0.887883059316514;0.11268777656696;0.887800016550704;0.116033241130475;-4.15213829049743E-05;0.001672732281758;1.11610090373869E-06
358;50.867194;6.648215;50.952257;6.596307;8;380;;-21.0;10134.6012079248;11000.0;3.00E-05;0.287;3.2890621593742;3.48;0.887800016550704;0.116033241130475;0.889284645972328;0.11512727562235;0.000742314710812;-0.000452982754063;6.3261288751655E-07
359;50.952257;6.596307;51.008311;6.703235;8;380;;50.2;9740.89526394767;13000.0;3.00E-05;0.359;3.42199894671944;2.79;0.889284645972328;0.11512727562235;0.890262972831241;0.116993521284922;0.000489163429456;0.000933122831286;5.84416489782877E-07
360;51.008311;6.703235;51.034396;6.620580;12;380;;-63.3;6468.11458100641;6468.1;3.00E-05;0.194;5.15348528784825;5.15;0.890262972831241;0.116993521284922;0.890718241966624;0.115550919391686;0.000227634567691;-0.000721300946618;2.57679678908438E-07
361;51.008311;6.703235;51.090456;6.709595;4;380;;2.8;9144.92031812611;9144.9;3.00E-05;0.274;3.64501080094306;3.65;0.890262972831241;0.116993521284922;0.891696673545292;0.117104524225349;0.000716850357025;5.55014702134163E-05;5.15091727874041E-07
362;51.008311;6.703235;51.258848;6.622661;4;380;;-11.4;28420.0731496223;31000.0;3.00E-05;0.828;1.17287992743173;1.21;0.890262972831241;0.116993521284922;0.89463566837931;0.11558723969342;0.002186347774035;-0.000703140795751;4.97478666077158E-06
363;51.008311;6.703235;51.071017;6.965236;8;380;;69.1;19600.5420538663;22000.0;3.00E-05;0.628;1.70063323971993;1.59;0.890262972831241;0.116993521284922;0.891357398991997;0.12156630137844;0.000547213080378;0.002286390046759;2.36624996130344E-06
364;51.008311;6.703235;50.967625;6.808732;4;380;;-58.5;8659.97539132781;8660.0;3.00E-05;0.260;3.84912564147857;3.85;0.890262972831241;0.116993521284922;0.889552868171775;0.118834791285899;-0.000355052329733;0.000920635000488;4.61910726380761E-07
365;51.008311;6.703235;50.796211;6.972407;4;380;;-38.8;30207.7847845484;34000.0;3.00E-05;1.001;1.10346831358464;1.00;0.890262972831241;0.116993521284922;0.886561129487761;0.1216914589391;-0.00185092167174;0.002348968827089;5.62032903944443E-06
366;50.967625;6.808732;50.863679;6.843330;4;380;;-11.9;11810.0151046124;11810.0;3.00E-05;0.354;2.82246322617445;2.82;0.889552868171775;0.118834791285899;0.887738668227497;0.119438640300504;-0.000907099972139;0.000301924507303;8.59064119533768E-07
367;50.863679;6.843330;50.796211;6.972407;4;380;;-50.4;11767.1163399749;13000.0;3.00E-05;0.348;2.83275293370682;2.87;0.887738668227497;0.119438640300504;0.886561129487761;0.1216914589391;-0.000588769369868;0.001126409319298;8.52834517530668E-07
368;50.867194;6.648215;50.796211;6.972407;8;380;;-71.0;24097.5251947618;29000.0;3.00E-05;0.789;1.38326791087158;1.27;0.887800016550704;0.116033241130475;0.886561129487761;0.1216914589391;-0.000619443531472;0.002829108904313;3.57659007266244E-06
369;50.796211;6.972407;50.767149;7.862780;8;380;;-87.4;62681.5396216098;68000.0;3.00E-05;1.860;0.531788681875987;0.54;0.886561129487761;0.1216914589391;0.886053901900547;0.13723139935996;-0.000253613793607;0.00776997021043;2.41991775470755E-05
370;50.767149;7.862780;51.232686;7.233461;4;380;;-40.1;67962.7332313738;74000.0;3.00E-05;2.009;0.490464873151182;0.50;0.886053901900547;0.13723139935996;0.894179055340404;0.126247710764602;0.004062576719928;-0.005491844297679;2.84486952419474E-05
371;50.767149;7.862780;51.171958;7.122040;4;380;;-48.8;68676.388158952;84000.0;3.00E-05;2.294;0.485368177140928;0.44;0.886053901900547;0.13723139935996;0.893119151792252;0.124303047458737;0.003532624945853;-0.006464175950611;2.90492876032835E-05
372;51.232686;7.233461;51.071017;6.965236;4;380;;46.2;25945.2778674327;28000.0;3.00E-05;0.772;1.28475530320584;1.30;0.894179055340404;0.126247710764602;0.891357398991997;0.12156630137844;-0.001410828174203;-0.002340704693081;4.14611029258173E-06
373;51.171958;7.122040;51.071017;6.965236;4;380;;44.3;15676.4456828402;17000.0;3.00E-05;0.460;2.12633233372669;2.17;0.893119151792252;0.124303047458737;0.891357398991997;0.12156630137844;-0.000880876400128;-0.001368373040149;1.513630197265E-06
374;50.767149;7.862780;50.590726;8.480881;4;380;;-66.0;47765.7282514578;55000.0;3.00E-05;1.540;0.69785041605256;0.65;0.886053901900547;0.13723139935996;0.882974739674301;0.148019296919829;-0.001539581113123;0.005393948779935;1.40525639786002E-05
375;50.767149;7.862780;50.599809;8.465825;4;380;;-66.6;46382.4652449083;39000.0;3.00E-05;1.066;0.718662390136594;0.94;0.886053901900547;0.13723139935996;0.883133267930259;0.147756520147649;-0.001460316985144;0.005262560393845;1.32504472023302E-05
376;50.599809;8.465825;50.758450;8.284522;4;380;;-35.8;21779.8663795167;39000.0;3.00E-05;1.066;1.53046546532913;0.94;0.883133267930259;0.147756520147649;0.885902075708916;0.144592185853906;0.001384403889328;-0.001582167146872;2.92169446342534E-06
377;50.758450;8.284522;50.590726;8.480881;4;380;;-36.6;23222.426485394;39000.0;3.00E-05;1.066;1.4353940728071;0.94;0.885902075708916;0.144592185853906;0.882974739674301;0.148019296919829;-0.001463668017308;0.001713555532962;3.32154018551101E-06
378;50.767149;7.862780;50.402642;8.069312;8;380;;-19.9;43074.3962264133;47000.0;3.00E-05;1.264;0.7738549173881;0.79;0.886053901900547;0.13723139935996;0.87969205460398;0.140836062770689;-0.003180923648283;0.001802331705364;1.14277713280619E-05
379;50.796211;6.972407;50.642756;7.136540;4;380;;-34.2;20607.6419592792;35000.0;3.00E-05;0.990;1.61752292665023;1.01;0.886561129487761;0.1216914589391;0.883882834484113;0.124556120200276;-0.001339147501824;0.001432330630588;2.615658369912E-06
380;50.642756;7.136540;50.401404;7.449053;4;380;;-39.6;34761.1840794068;43000.0;3.00E-05;1.246;0.958923989965021;0.80;0.883882834484113;0.124556120200276;0.87967044742784;0.130010501005561;-0.002106193528137;0.002727190402643;7.44239719285397E-06
381;50.796211;6.972407;50.401404;7.449053;4;380;;-37.6;55308.320156462;63000.0;3.00E-05;1.827;0.60268207819432;0.55;0.886561129487761;0.1216914589391;0.87967044742784;0.130010501005561;-0.003445341029961;0.00415952103323;1.88409591186996E-05
382;50.401404;7.449053;50.310362;8.124564;4;380;;-78.3;48981.0101078227;32000.0;3.00E-05;0.870;0.680535849709022;1.15;0.87967044742784;0.130010501005561;0.878081464770239;0.141800392089001;-0.0007944913288;0.00589494554172;1.47767230437469E-05
383;50.310362;8.124564;50.402642;8.069312;4;380;;-20.9;10984.2625256584;32000.0;3.00E-05;0.870;3.03464463412717;1.15;0.878081464770239;0.141800392089001;0.87969205460398;0.140836062770689;0.00080529491687;-0.000482164659156;7.43132917492748E-07
384;50.401404;7.449053;50.310362;8.124564;4;380;;-78.3;48981.0101078227;48981.0;3.00E-05;1.469;0.680535849709022;0.68;0.87967044742784;0.130010501005561;0.878081464770239;0.141800392089001;-0.0007944913288;0.00589494554172;1.47767230437469E-05
385;50.310362;8.124564;49.981823;8.389544;4;380;;-27.4;41122.8984064468;41122.9;3.00E-05;1.234;0.81057840339648;0.81;0.878081464770239;0.141800392089001;0.87234737749903;0.146425165540935;-0.002867043635605;0.002312386725967;1.0415754243793E-05
386;50.401404;7.449053;50.345407;7.501282;4;380;;-30.8;7244.9837374144;8500.0;3.00E-05;0.236;4.60088449352812;4.24;0.87967044742784;0.130010501005561;0.878693115406601;0.130922069020585;-0.00048866601062;0.000455784007512;3.23295441925865E-07
387;50.345407;7.501282;50.385390;7.594190;4;380;;56.0;7949.44996078863;8500.0;3.00E-05;0.236;4.19316223106667;4.24;0.878693115406601;0.130922069020585;0.879390950401426;0.132543619522028;0.000348917497412;0.000810775250721;3.89223364159916E-07
388;50.401404;7.449053;49.922365;7.815792;4;380;;-26.3;59327.8465074897;65000.0;3.00E-05;1.911;0.561849709632142;0.52;0.87967044742784;0.130010501005561;0.871309639632379;0.136411304051033;-0.004180403897731;0.003200401522736;2.16789792248358E-05
389;50.401404;7.449053;49.922776;7.818517;4;380;;-26.5;59372.5543564427;65000.0;3.00E-05;1.907;0.561426633814959;0.52;0.87967044742784;0.130010501005561;0.871316812935605;0.136458864273149;-0.004176817246118;0.003224181633794;2.17116646755186E-05
390;49.922776;7.818517;49.922365;7.815792;4;380;;76.8;200.363731701929;200.4;3.00E-05;0.003;166.364107167467;333.33;0.871316812935605;0.136458864273149;0.871309639632379;0.136411304051033;-3.58665161287464E-06;-2.37801110584135E-05;2.47265213421164E-10
391;49.922776;7.818517;49.633144;8.420328;4;380;;-53.5;53893.4145374294;59000.0;3.00E-05;1.741;0.618504758316678;0.57;0.871316812935605;0.136458864273149;0.866261780916468;0.146962447697869;-0.002527516009568;0.00525179171236;1.78893107887186E-05
392;49.922365;7.815792;49.633144;8.420328;4;380;;-53.7;54023.356489989;59000.0;3.00E-05;1.741;0.61701707370793;0.57;0.871309639632379;0.136411304051033;0.866261780916468;0.146962447697869;-0.002523929357955;0.005275571823418;1.79756797978515E-05
393;50.871952;6.456534;50.828969;6.299594;4;380;;66.6;12009.6069467172;12009.6;3.00E-05;0.360;2.77555572644655;2.78;0.887883059316514;0.11268777656696;0.88713286444413;0.10994865683888;-0.000375097436192;-0.00136955986404;8.88346218101012E-07
394;50.871952;6.456534;50.802084;6.166844;4;380;;69.2;21775.8323116559;21775.8;3.00E-05;0.653;1.53074899072818;1.53;0.887883059316514;0.11268777656696;0.886663632674731;0.107631732256857;-0.000609713320892;-0.002528022155051;2.92061225194393E-06
395;50.871952;6.456534;50.392235;6.532951;8;380;;-5.8;53613.6891753044;61000.0;3.00E-05;1.785;0.621731760042496;0.56;0.887883059316514;0.11268777656696;0.879510418188725;0.114021504821456;-0.004186320563895;0.000666864127248;1.77040904592111E-05
396;50.392235;6.532951;50.390377;6.532239;8;380;;13.7;212.676558549877;212.7;3.00E-05;0.006;156.732521725078;156.73;0.879510418188725;0.114021504821456;0.879477989971223;0.114009078077182;-1.62141087510226E-05;-6.21337213709688E-06;2.78589052761139E-10
397;50.392235;6.532951;49.922031;6.476454;8;380;;4.4;52438.9858910485;58000.0;3.00E-05;1.717;0.635659381411177;0.58;0.879510418188725;0.114021504821456;0.871303810232677;0.113035446153957;-0.004103303978024;-0.00049302933375;1.69367826923332E-05
398;49.922031;6.476454;49.724364;6.813781;4;380;;-47.9;32690.7377611243;46000.0;3.00E-05;1.356;1.01965680850963;0.74;0.871303810232677;0.113035446153957;0.867853870260138;0.118922912959832;-0.00172496998627;0.002943733402937;6.58223357153413E-06
399;49.724364;6.813781;49.374038;6.993955;4;380;;-18.5;41065.8305595573;49000.0;3.00E-05;1.449;0.811704837796727;0.69;0.867853870260138;0.118922912959832;0.861739528104796;0.12206754248632;-0.003057171077671;0.001572314763244;1.03868657074489E-05
400;49.922031;6.476454;49.374038;6.993955;4;380;;-31.6;71421.8474215321;95000.0;3.00E-05;2.802;0.466710600981795;0.36;0.871303810232677;0.113035446153957;0.861739528104796;0.12206754248632;-0.004782141063941;0.004516048166182;3.14182802600968E-05
401;49.374038;6.993955;49.369515;7.235597;8;380;;-88.4;17503.1566105939;20000.0;3.00E-05;0.598;1.90441839006104;1.67;0.861739528104796;0.12206754248632;0.861660586862728;0.126284990997424;-3.94706210338769E-05;0.002108724255552;1.88693648855283E-06
402;49.374038;6.993955;49.291855;6.773681;8;380;;60.3;18392.2496574028;24000.0;3.00E-05;0.640;1.81235759378227;1.56;0.861739528104796;0.12206754248632;0.86030516416563;0.118223035929782;-0.000717181969583;-0.001922253278269;2.08350335328093E-06
403;51.154687;4.246158;51.114705;3.604706;3;380;;84.6;44976.71985099;48400.0;3.00E-05;1.580;0.74112415142252;0.63;0.892817715977141;0.074109437659897;0.892119898435608;0.062913988266395;-0.000348908770766;-0.005597724696751;1.24594408651606E-05
404;51.154687;4.246158;51.132791;3.780371;3;380;;85.9;32584.4395218866;34200.0;3.00E-05;1.070;1.02298317302477;0.93;0.892817715977141;0.074109437659897;0.892435558684124;0.065979920896911;-0.000191078646508;-0.004064758381493;6.53949726067277E-06
405;51.132791;3.780371;51.131587;3.777975;3;380;;51.3;214.184740900627;200.0;3.00E-05;0.010;155.628889309153;100.00;0.892435558684124;0.065979920896911;0.89241454491993;0.065938102808033;-1.05068820969723E-05;-2.09090444388896E-05;2.82554255840475E-10
406;51.132791;3.780371;51.114705;3.604706;3;380;;80.8;12423.5849919113;14200.0;3.00E-05;0.440;2.68306880461928;2.27;0.892435558684124;0.065979920896911;0.892119898435608;0.062913988266395;-0.000157830124258;-0.001532966315258;9.50645357653982E-07
407;51.154687;4.246158;51.022659;4.230605;6;380;;4.2;14720.9769890226;15500.0;3.00E-05;0.590;2.26434246573375;1.69;0.892817715977141;0.074109437659897;0.890513392672317;0.073837986601335;-0.001152161652412;-0.000135725529281;1.334743679398E-06
408;51.022659;4.230605;51.020648;4.399143;6;380;;-89.0;11790.4362842412;10850.0;3.00E-05;0.330;2.8271501180907;3.03;0.890513392672317;0.073837986601335;0.89047829410106;0.076779529616061;-1.7549285628804E-05;0.001470771507363;8.56218142562515E-07
409;51.020648;4.399143;50.943336;4.420050;6;380;;-9.7;8720.3989625049;10850.0;3.00E-05;0.330;3.82245508223382;3.03;0.89047829410106;0.076779529616061;0.889128945149758;0.077144425602775;-0.000674674475651;0.000182447993357;4.68379026760619E-07
410;51.022659;4.230605;50.881262;4.231021;6;380;;-0.1;15722.656047626;15900.0;3.00E-05;0.610;2.12008284302361;1.64;0.890513392672317;0.073837986601335;0.888045549469875;0.073845247171023;-0.001233921601221;3.63028484415273E-06;1.52256697547179E-06
411;50.881262;4.231021;50.756763;4.220554;3;380;;3.0;13863.1712282429;14000.0;3.00E-05;0.450;2.40445225587524;2.22;0.888045549469875;0.073845247171023;0.885872632004435;0.073662563558217;-0.00108645873272;-9.13418064031266E-05;1.18372222528004E-06
412;50.756763;4.220554;50.803223;4.300958;3;380;;47.5;7658.0770702518;10300.0;3.00E-05;0.320;4.35270277741372;3.13;0.885872632004435;0.073662563558217;0.886683511974911;0.07506587808999;0.000405439985238;0.000701657265887;3.61213698297136E-07
413;50.756763;4.220554;50.494694;4.347570;3;380;;-17.1;30487.0303037733;33400.0;3.00E-05;1.030;1.09336111130535;0.97;0.885872632004435;0.073662563558217;0.881298665087026;0.07587941096093;-0.002286983458704;0.001108423701357;5.72471953564723E-06
414;50.881262;4.231021;50.683396;4.176661;3;380;;9.9;22331.1560186585;23650.0;3.00E-05;0.735;1.49268283762301;1.36;0.888045549469875;0.073845247171023;0.884592136292124;0.072896486189639;-0.001726706588876;-0.000474380490692;3.07147344914938E-06
