kabelnr;strtlat;strtlon;eindlat;eindlon;kab/3;Volt;;heading;length old;length;weerstand/m;resistance;conductivity old;conductivity;radians lat1;radians lon1;radians lat2;radians lon2;diff lat;dif lon;a
82;51.815647;5.668981;51.926762;5.663534;3;380;;-1.7;12361.0824191963;20850.0;3.00E-05;0.485;2.69663547276151;2.06;0.904353644201122;0.098942383683001;0.906292966799476;0.098847315598645;0.000969661299177;-4.75340421780546E-05;9.41104102409576E-07
83;51.637698;5.909689;51.638478;5.912938;3;380;;68.9;240.405739237371;244.3;3.00E-05;0.007;138.65448237249;138.65;0.901247848250491;0.103143530818891;0.901261461818656;0.103200236566288;6.80678408276902E-06;2.83528736986435E-05;3.55970871061713E-10
84;51.154687;4.246158;51.116143;4.508428;2;;;-76.9;18794.5033131763;21100.0;3.00E-05;0.650;1.77356819586523;1.54;0.892817715977141;0.074109437659897;0.892144996270252;0.078686912689103;-0.000336359853444;0.002288737514603;2.17563576516879E-06
85;51.116143;4.508428;51.116792;4.508993;2;;;28.7;82.2386844633931;82.2;3.00E-05;0.002;405.324252823755;405.32;0.892144996270252;0.078686912689103;0.892156323457097;0.078696773799377;5.66359342268896E-06;4.93055513688806E-06;4.16559561476266E-11
86;51.154687;4.246158;51.195732;4.628061;2;;;80.1;27011.8034474607;35000.0;3.00E-05;1.090;1.23402842754162;0.92;0.892817715977141;0.074109437659897;0.893534086368622;0.080774902433141;0.000358185195741;0.003332732386622;4.49398180493072E-06
201;52.531523;6.188284;52.739381;6.476287;4;220;;39.9;30198.0344105092;32026.0;3.00E-05;0.651;1.10382460262821;1.54;0.916848037437129;0.108005930848485;0.92047584391374;0.113032531454106;0.001813903238305;0.002513300302811;5.61670140742639E-06
202;52.739381;6.476287;53.009730;6.522823;4;220;;5.9;30223.2377926002;32026.0;3.00E-05;0.651;1.10290411510757;1.54;0.92047584391374;0.113032531454106;0.925194324093214;0.113844737874814;0.002359240089737;0.000406103210354;5.62608073836731E-06
203;53.009730;6.522823;53.213643;6.473062;4;220;;-8.3;22916.0540251897;22710.0;3.00E-05;0.400;1.45458434059776;2.50;0.925194324093214;0.113844737874814;0.928753277330833;0.112976244585729;0.00177947661881;-0.000434246644542;3.23447653734328E-06
204;53.213643;6.473062;53.214344;6.026061;6;220;;-89.7;29764.3471090728;32480.0;3.00E-05;0.726;1.11990809713319;1.38;0.928753277330833;0.112976244585729;0.928765512088889;0.105174605376022;6.1173790282254E-06;-0.003900819604854;5.45653229283225E-06
205;53.214344;6.026061;53.189295;5.875809;6;220;;74.5;10387.9927262366;10847.0;3.00E-05;0.259;3.20883294894348;3.86;0.928765512088889;0.105174605376022;0.928328324564557;0.102552213268316;-0.000218593762166;-0.001311196053853;6.64642297360252E-07
206;53.189295;5.875809;53.144888;5.788708;6;220;;49.7;7621.88282342193;14242.5;3.00E-05;0.341;4.37337257808537;2.94;0.928328324564557;0.102552213268316;0.927553276203624;0.101032014036536;-0.000387524180467;-0.00076009961589;3.57807370390766E-07
207;53.144888;5.788708;52.971890;5.870969;6;220;;-16.0;20006.5921140433;14242.5;3.00E-05;0.341;1.6661175048366;2.94;0.927553276203624;0.101032014036536;0.924533891504259;0.102467739332519;-0.001509692349683;0.000717862647992;2.46530511992865E-06
208;52.971890;5.870969;52.617055;5.808525;6;220;;6.1;39678.6042580713;43798.0;3.00E-05;1.047;0.840083313327554;0.96;0.924533891504259;0.102467739332519;0.918340852452945;0.101377885934404;-0.003096519525657;-0.000544926699058;9.69697260265604E-06
209;53.213643;6.473062;53.286117;6.482699;8;220;;4.5;8084.20628580984;19965.0;3.00E-05;0.494;4.12326605171409;2.03;0.928753277330833;0.112976244585729;0.930018187252923;0.113144441965744;0.000632454961045;8.40986900073545E-05;4.02531168620503E-07
210;53.286117;6.482699;53.424940;6.874347;8;220;;59.1;30230.4157901174;19965.0;3.00E-05;0.494;1.10264223835884;2.03;0.930018187252923;0.113144441965744;0.932441105680419;0.119979989074595;0.001211459213748;0.003417773554425;5.6287534310585E-06
211;53.424940;6.874347;53.295302;6.838450;4;220;;9.4;14610.5832408951;12800.0;3.00E-05;0.219;2.28145124556241;4.58;0.932441105680419;0.119979989074595;0.930178495744719;0.119353468233006;-0.00113130496785;-0.000313260420794;1.31480005626735E-06
212;53.295302;6.838450;53.303259;6.956729;4;220;;83.5;7909.75321074803;12800.0;3.00E-05;0.219;4.21420649231368;4.58;0.930178495744719;0.119353468233006;0.9303173715933;0.121417826218973;6.9437924290594E-05;0.001032178992983;3.8534578205961E-07
213;53.303259;6.956729;53.295302;6.838450;4;220;;83.6;7909.75321074803;14800.0;3.00E-05;0.246;4.21420649231368;4.07;0.9303173715933;0.121417826218973;0.930178495744719;0.119353468233006;-6.9437924290594E-05;-0.001032178992983;3.8534578205961E-07
214;53.295302;6.838450;53.123503;6.949827;4;220;;-21.3;20492.5159958614;14800.0;3.00E-05;0.246;1.62661009219489;4.07;0.930178495744719;0.119353468233006;0.927180037543085;0.121297363594;-0.001499229100817;0.000971947680497;2.58651492986423E-06
215;52.617055;5.808525;52.531523;6.188284;6;;;-69.8;27368.5013376673;31410.0;3.00E-05;0.749;1.21794514511675;1.34;0.918340852452945;0.101377885934404;0.916848037437129;0.108005930848485;-0.000746407507908;0.003314022457041;4.61345367399048E-06
300;53.331938;8.053552;53.429115;8.475983;4;380;;68.7;30030.1581590474;32000.0;3.00E-05;0.816;1.10999526398734;1.22;0.93081791456948;0.140560998880574;0.93251397317669;0.147933810693067;0.000848029303605;0.003686405906246;5.5544266169763E-06
301;53.429115;8.475983;53.032375;8.563566;4;380;;-7.6;44498.9690732038;55000.0;3.00E-05;1.422;0.749081024292894;0.70;0.93251397317669;0.147933810693067;0.925589553902328;0.149462422411841;-0.003462209637181;0.000764305859387;1.21961549158117E-05
302;53.032375;8.563566;53.092278;8.694766;4;380;;52.7;11010.4072799181;15000.0;3.00E-05;0.359;3.02743872101171;2.78;0.925589553902328;0.149462422411841;0.92663505848415;0.151752294390457;0.000522752290911;0.001144935989308;7.46674738369666E-07
303;53.092278;8.694766;53.203270;8.517728;4;380;;-43.7;17079.6275368336;17079.6;3.00E-05;0.512;1.95164287168718;1.95;0.92663505848415;0.151752294390457;0.928572234327524;0.148662398389312;0.000968587921687;-0.001544948000573;1.7967238370454E-06
304;53.429115;8.475983;53.203270;8.517728;4;380;;-6.3;25265.4553699205;25265.5;3.00E-05;0.758;1.31932446280062;1.32;0.93251397317669;0.147933810693067;0.928572234327524;0.148662398389312;-0.001970869424583;0.000364293848123;3.93168295366945E-06
